Order_ID,Order_Date,Customer_Name,Gender,Age,City,State,Region,Product,Category,Sub_Category,Salesperson,Quantity,Unit_Price,Discount,Sales_Amount,Profit,Payment_Mode,Order_Status,Delivery_Status
ORD00314,2025-05-29,Vivaan Kapoor,Female,34,Bhopal,Madhya Pradesh,Central,Air Conditioner,Appliances,Cooling,Meera Mehta,5,68500.0,10,308250.0,-22444.27,UPI,Returned,Returned
ORD00315,2025-01-01,Kabir Kapoor,Female,52,Lucknow,Uttar Pradesh,North,Sofa,Furniture,Living Room,Diya Patel,4,43000.0,10,154800.0,13343.94,UPI,Completed,In Transit
ORD00316,2025-07-09,Meera Patel,Male,28,Lucknow,Uttar Pradesh,North,Bed,Furniture,Bedroom,Arjun Patel,1,49100.0,20,39280.0,2849.94,UPI,Completed,Delivered
ORD00317,2025-07-11,Ishita Desai,Male,25,Bhopal,Madhya Pradesh,Central,Laptop,Electronics,Computers,Kabir Joshi,2,72100.0,10,129780.0,-8167.02,UPI,Returned,Returned
ORD00318,2025-07-03,Ishita Mehta,Female,45,Chandigarh,Chandigarh,North,Office Chair,Furniture,Office,Diya Patel,1,8700.0,5,8265.0,1097.78,Debit Card,Completed,Delivered
ORD00319,2025-04-15,Riya Verma,Female,36,Pune,Maharashtra,West,Sunglasses,Accessories,Eyewear,Riya Desai,4,5400.0,5,20520.0,1932.37,UPI,Completed,Delivered
ORD00320,2025-05-17,Diya Joshi,Male,33,Kolkata,West Bengal,East,Microwave,Appliances,Kitchen Appliances,Meera Mehta,3,22300.0,0,66900.0,11480.91,Credit Card,Completed,Delivered
ORD00321,2025-12-26,Kabir Patel,Female,36,Kolkata,West Bengal,East,Running Shoes,Fashion,Footwear,Rohan Mehta,1,6500.0,5,6175.0,-218.65,UPI,Returned,Returned
ORD00322,2025-06-11,Riya Singh,Male,48,Vadodara,Gujarat,West,Jacket,Fashion,Clothing,Diya Patel,1,1800.0,5,0.0,0.0,Net Banking,Cancelled,Cancelled
ORD00323,2025-08-02,Aarav Joshi,Male,50,Mumbai,Maharashtra,West,Jacket,Fashion,Clothing,Anaya Joshi,1,4500.0,15,3825.0,361.36,UPI,Completed,Delivered
ORD00324,2025-04-01,Arjun Joshi,Female,38,Lucknow,Uttar Pradesh,North,Jeans,Fashion,Clothing,Rohan Mehta,4,4000.0,15,13600.0,1369.73,Credit Card,Completed,Delivered
ORD00325,2025-02-06,Vivaan Singh,Female,55,Vadodara,Gujarat,West,Microwave,Appliances,Kitchen Appliances,Vivaan Desai,2,17100.0,20,27360.0,4216.93,UPI,Completed,Delivered
ORD00326,2025-08-08,Riya Desai,Female,47,Indore,Madhya Pradesh,Central,Smartphone,Electronics,Mobiles,Kabir Joshi,1,49100.0,10,44190.0,5267.36,UPI,Completed,Delivered
ORD00327,2025-09-06,Aarav Shah,Male,59,Lucknow,Uttar Pradesh,North,Smartphone,Electronics,Mobiles,Ishita Shah,4,13400.0,10,48240.0,-2430.67,Net Banking,Returned,Returned
ORD00328,2025-12-03,Aarav Kapoor,Female,31,Lucknow,Uttar Pradesh,North,Backpack,Fashion,Bags,Ishita Shah,3,2100.0,10,5670.0,525.4,Credit Card,Completed,Delivered
ORD00329,2025-09-02,Aarav Singh,Female,52,Kolkata,West Bengal,East,T-Shirt,Fashion,Clothing,Ishita Shah,5,1700.0,15,0.0,0.0,Debit Card,Cancelled,Cancelled
ORD00330,2025-09-30,Diya Patel,Male,31,Bhopal,Madhya Pradesh,Central,Smartphone,Electronics,Mobiles,Arjun Patel,2,61700.0,5,117230.0,-5217.87,Credit Card,Returned,Returned
ORD00331,2025-02-13,Riya Verma,Female,41,Lucknow,Uttar Pradesh,North,Sunglasses,Accessories,Eyewear,Aarav Shah,3,1000.0,15,2550.0,245.07,Net Banking,Completed,Delivered
ORD00332,2025-07-06,Anaya Verma,Female,45,Kochi,Kerala,South,Laptop,Electronics,Computers,Anaya Joshi,3,59200.0,10,159840.0,19166.7,Credit Card,Completed,Delivered
ORD00333,2025-03-12,Diya Verma,Female,56,Chennai,Tamil Nadu,South,Smartphone,Electronics,Mobiles,Riya Desai,3,24300.0,10,65610.0,5518.1,UPI,Completed,Delivered
ORD00334,2025-04-08,Arjun Joshi,Male,40,Indore,Madhya Pradesh,Central,Headphones,Electronics,Accessories,Vivaan Desai,2,3200.0,0,0.0,0.0,UPI,Cancelled,Cancelled
ORD00335,2025-07-21,Kabir Desai,Female,23,Kolkata,West Bengal,East,Bed,Furniture,Bedroom,Meera Mehta,4,48900.0,10,176040.0,28121.97,UPI,Completed,Delivered
ORD00336,2025-10-18,Ishita Verma,Female,18,Vadodara,Gujarat,West,Dining Table,Furniture,Dining,Anaya Joshi,3,42700.0,15,108885.0,8755.07,Credit Card,Completed,Delivered
ORD00337,2025-08-21,Aarav Mehta,Male,40,Mysuru,Karnataka,South,Running Shoes,Fashion,Footwear,Riya Desai,3,5800.0,25,13050.0,1771.35,Debit Card,Completed,Delivered
ORD00338,2025-07-25,Kabir Patel,Female,47,Lucknow,Uttar Pradesh,North,Refrigerator,Appliances,Kitchen Appliances,Arjun Patel,4,51000.0,10,183600.0,12294.8,Cash,Completed,Delivered
ORD00339,2025-07-28,Arjun Singh,Female,19,Kolkata,West Bengal,East,Headphones,Electronics,Accessories,Kabir Joshi,4,3300.0,0,13200.0,700.68,Credit Card,Completed,In Transit
ORD00340,2025-07-07,Riya Joshi,Male,21,Mysuru,Karnataka,South,Jacket,Fashion,Clothing,Arjun Patel,1,1900.0,20,1520.0,191.25,UPI,Completed,Delivered
ORD00341,2025-01-08,Anaya Desai,Male,43,Lucknow,Uttar Pradesh,North,Microwave,Appliances,Kitchen Appliances,Anaya Joshi,4,14700.0,15,49980.0,3940.01,Credit Card,Completed,Delivered
ORD00342,2025-07-14,Vivaan Desai,Male,53,Lucknow,Uttar Pradesh,North,Bed,Furniture,Bedroom,Anaya Joshi,5,16000.0,5,76000.0,10348.43,UPI,Completed,In Transit
ORD00343,2025-09-29,Ishita Verma,Female,22,Bengaluru,Karnataka,South,Refrigerator,Appliances,Kitchen Appliances,Ishita Shah,3,70300.0,10,189810.0,16107.78,UPI,Completed,Delivered
ORD00344,2025-06-29,Anaya Kapoor,Female,53,Chennai,Tamil Nadu,South,Sunglasses,Accessories,Eyewear,Kabir Joshi,2,1900.0,15,0.0,0.0,UPI,Cancelled,Cancelled
ORD00345,2025-12-09,Vivaan Joshi,Female,28,Chandigarh,Chandigarh,North,Washing Machine,Appliances,Laundry Appliances,Vivaan Desai,4,49600.0,15,168640.0,20392.91,UPI,Completed,Delivered
ORD00346,2025-12-07,Rohan Shah,Male,48,Mumbai,Maharashtra,West,Bed,Furniture,Bedroom,Rohan Mehta,2,13400.0,10,24120.0,4270.36,Net Banking,Completed,In Transit
ORD00347,2025-04-17,Arjun Desai,Female,18,Surat,Gujarat,West,Smartwatch,Accessories,Wearables,Arjun Patel,2,9100.0,10,16380.0,1885.21,UPI,Completed,Delivered
ORD00348,2025-07-18,Vivaan Patel,Female,59,Delhi,Delhi,North,T-Shirt,Fashion,Clothing,Meera Mehta,2,1000.0,10,1800.0,322.12,Credit Card,Completed,Delivered
ORD00349,2025-11-01,Ishita Patel,Female,19,Chandigarh,Chandigarh,North,Office Chair,Furniture,Office,Ishita Shah,2,13400.0,20,21440.0,1495.03,Credit Card,Completed,In Transit
ORD00350,2025-08-25,Ishita Verma,Female,37,Nagpur,Maharashtra,West,Dining Table,Furniture,Dining,Diya Patel,4,52600.0,10,189360.0,25523.95,UPI,Completed,Delivered
ORD00351,2025-12-18,Kabir Patel,Male,51,Udaipur,Rajasthan,North,Jacket,Fashion,Clothing,Anaya Joshi,2,2900.0,10,5220.0,486.28,Credit Card,Completed,Delivered
ORD00352,2025-01-15,Diya Desai,Female,54,Surat,Gujarat,West,Laptop,Electronics,Computers,Anaya Joshi,3,66900.0,5,190665.0,25233.28,Credit Card,Completed,In Transit
ORD00353,2025-01-22,Anaya Desai,Female,33,Bengaluru,Karnataka,South,Jeans,Fashion,Clothing,Anaya Joshi,5,3500.0,10,15750.0,1619.99,Debit Card,Completed,Delivered
ORD00354,2025-05-29,Vivaan Joshi,Female,31,Ahmedabad,Gujarat,West,Running Shoes,Fashion,Footwear,Arjun Patel,4,4900.0,10,0.0,0.0,UPI,Cancelled,Cancelled
ORD00355,2025-11-06,Aarav Shah,Male,51,Nagpur,Maharashtra,West,Bed,Furniture,Bedroom,Vivaan Desai,1,43900.0,10,39510.0,-1663.84,UPI,Returned,Returned
ORD00356,2025-03-24,Rohan Shah,Female,40,Patna,Bihar,East,Microwave,Appliances,Kitchen Appliances,Meera Mehta,3,12400.0,20,0.0,0.0,Net Banking,Cancelled,Cancelled
ORD00357,2025-08-07,Vivaan Joshi,Male,25,Patna,Bihar,East,Headphones,Electronics,Accessories,Arjun Patel,5,4600.0,0,23000.0,2298.29,Credit Card,Completed,Delivered
ORD00358,2025-04-21,Riya Desai,Male,34,Hyderabad,Telangana,South,Office Chair,Furniture,Office,Diya Patel,3,11400.0,20,27360.0,4538.24,Debit Card,Completed,Delivered
ORD00359,2025-10-03,Anaya Desai,Male,56,Nagpur,Maharashtra,West,Microwave,Appliances,Kitchen Appliances,Anaya Joshi,5,19500.0,10,87750.0,5851.38,Credit Card,Completed,Delivered
ORD00360,2025-12-08,Vivaan Desai,Male,36,Chandigarh,Chandigarh,North,Washing Machine,Appliances,Laundry Appliances,Meera Mehta,3,47100.0,5,134235.0,20105.03,UPI,Completed,Delivered
ORD00361,2025-09-25,Arjun Mehta,Male,48,Bengaluru,Karnataka,South,Jacket,Fashion,Clothing,Arjun Patel,3,4800.0,10,12960.0,1947.84,UPI,Completed,Delivered
ORD00362,2025-08-08,Aarav Patel,Male,52,Bengaluru,Karnataka,South,Office Chair,Furniture,Office,Meera Mehta,2,11000.0,15,18700.0,-1568.44,Credit Card,Returned,Returned
ORD00363,2025-02-15,Rohan Desai,Male,41,Patna,Bihar,East,T-Shirt,Fashion,Clothing,Kabir Joshi,3,2300.0,25,5175.0,730.84,Net Banking,Completed,Delivered
ORD00364,2025-10-06,Arjun Desai,Female,45,Patna,Bihar,East,Television,Electronics,Home Entertainment,Kabir Joshi,3,85500.0,15,218025.0,22586.6,Credit Card,Completed,Delayed
ORD00365,2025-06-22,Anaya Desai,Male,42,Chandigarh,Chandigarh,North,Laptop,Electronics,Computers,Rohan Mehta,4,51600.0,0,206400.0,37091.61,UPI,Completed,Delivered
ORD00366,2025-11-26,Aarav Shah,Female,24,Lucknow,Uttar Pradesh,North,Smartwatch,Accessories,Wearables,Diya Patel,2,3500.0,15,5950.0,862.54,Credit Card,Completed,Delivered
ORD00367,2025-01-01,Riya Joshi,Male,47,Patna,Bihar,East,Laptop,Electronics,Computers,Diya Patel,1,51500.0,15,43775.0,6367.84,Net Banking,Completed,Delivered
ORD00368,2025-06-05,Kabir Patel,Female,46,Vadodara,Gujarat,West,Microwave,Appliances,Kitchen Appliances,Rohan Mehta,5,11600.0,5,55100.0,3322.88,UPI,Completed,Delivered
ORD00369,2025-09-25,Diya Joshi,Female,53,Mumbai,Maharashtra,West,Refrigerator,Appliances,Kitchen Appliances,Diya Patel,1,49800.0,5,47310.0,7460.65,UPI,Completed,Delivered
ORD00370,2025-03-27,Meera Verma,Male,54,Delhi,Delhi,North,Laptop,Electronics,Computers,Diya Patel,2,84500.0,10,152100.0,-14447.36,Credit Card,Returned,Returned
ORD00371,2025-11-28,Kabir Kapoor,Male,46,Pune,Maharashtra,West,Dining Table,Furniture,Dining,Aarav Shah,1,18400.0,15,15640.0,-500.26,Credit Card,Returned,Returned
ORD00372,2025-07-05,Ishita Desai,Male,48,Lucknow,Uttar Pradesh,North,Smartphone,Electronics,Mobiles,Riya Desai,4,13300.0,0,53200.0,6805.87,Credit Card,Completed,Delayed
ORD00373,2025-07-04,Kabir Singh,Male,33,Kochi,Kerala,South,Television,Electronics,Home Entertainment,Arjun Patel,1,57700.0,0,57700.0,9080.32,Debit Card,Completed,Delivered
ORD00374,2025-02-11,Arjun Desai,Male,49,Chandigarh,Chandigarh,North,Backpack,Fashion,Bags,Riya Desai,1,900.0,15,0.0,0.0,Credit Card,Cancelled,Cancelled
ORD00375,2025-04-21,Ishita Joshi,Female,30,Lucknow,Uttar Pradesh,North,Air Conditioner,Appliances,Cooling,Rohan Mehta,5,30600.0,5,145350.0,11089.95,Net Banking,Completed,Delivered
ORD00376,2025-01-09,Rohan Verma,Female,31,Jaipur,Rajasthan,North,Smartwatch,Accessories,Wearables,Vivaan Desai,4,2600.0,0,0.0,0.0,UPI,Cancelled,Cancelled
ORD00377,2025-07-27,Aarav Patel,Female,25,Lucknow,Uttar Pradesh,North,Air Conditioner,Appliances,Cooling,Meera Mehta,2,39300.0,10,0.0,0.0,Credit Card,Cancelled,Cancelled
ORD00378,2025-06-20,Kabir Singh,Female,22,Kochi,Kerala,South,Bed,Furniture,Bedroom,Kabir Joshi,1,18100.0,5,17195.0,-896.31,UPI,Returned,Returned
ORD00379,2025-08-08,Kabir Verma,Male,21,Chennai,Tamil Nadu,South,Office Chair,Furniture,Office,Kabir Joshi,4,5100.0,0,20400.0,1166.96,UPI,Completed,Delivered
ORD00380,2025-10-28,Diya Patel,Female,29,Vadodara,Gujarat,West,Microwave,Appliances,Kitchen Appliances,Diya Patel,5,11300.0,0,56500.0,-4835.14,Debit Card,Returned,Returned
ORD00381,2025-07-12,Meera Shah,Male,60,Mysuru,Karnataka,South,Sunglasses,Accessories,Eyewear,Arjun Patel,3,2700.0,15,6885.0,-721.25,Debit Card,Returned,Returned
ORD00382,2025-05-06,Anaya Desai,Male,54,Chandigarh,Chandigarh,North,Watch,Accessories,Watches,Riya Desai,4,11400.0,10,41040.0,4037.34,Net Banking,Completed,Delivered
ORD00383,2025-06-22,Rohan Joshi,Female,25,Vadodara,Gujarat,West,Microwave,Appliances,Kitchen Appliances,Arjun Patel,5,18100.0,10,81450.0,-3434.71,Net Banking,Returned,Returned
ORD00384,2025-08-13,Diya Singh,Male,56,Jaipur,Rajasthan,North,Sofa,Furniture,Living Room,Arjun Patel,1,34500.0,5,32775.0,4624.37,UPI,Completed,Delivered
ORD00385,2025-04-19,Kabir Desai,Male,48,Hyderabad,Telangana,South,Watch,Accessories,Watches,Vivaan Desai,3,12700.0,5,36195.0,2013.56,Debit Card,Completed,Delivered
ORD00386,2025-01-25,Aarav Joshi,Female,58,Indore,Madhya Pradesh,Central,Running Shoes,Fashion,Footwear,Ishita Shah,5,3900.0,5,18525.0,-1254.49,Net Banking,Returned,Returned
ORD00387,2025-05-26,Meera Mehta,Female,41,Nagpur,Maharashtra,West,Washing Machine,Appliances,Laundry Appliances,Rohan Mehta,5,33000.0,0,165000.0,11991.08,Net Banking,Completed,Delivered
ORD00388,2025-01-25,Arjun Mehta,Female,26,Mumbai,Maharashtra,West,Running Shoes,Fashion,Footwear,Aarav Shah,1,6200.0,10,5580.0,508.28,UPI,Completed,Delivered
ORD00389,2025-12-18,Riya Kapoor,Male,60,Ahmedabad,Gujarat,West,Smartphone,Electronics,Mobiles,Arjun Patel,4,53900.0,10,194040.0,23705.36,Debit Card,Completed,Delivered
ORD00390,2025-04-19,Meera Shah,Male,43,Bengaluru,Karnataka,South,Smartwatch,Accessories,Wearables,Anaya Joshi,2,6900.0,10,12420.0,1597.57,UPI,Completed,Delivered
ORD00391,2025-04-19,Anaya Patel,Female,48,Lucknow,Uttar Pradesh,North,Headphones,Electronics,Accessories,Kabir Joshi,1,7200.0,10,6480.0,1004.42,Net Banking,Completed,In Transit
ORD00392,2025-06-13,Riya Desai,Female,30,Indore,Madhya Pradesh,Central,Jeans,Fashion,Clothing,Vivaan Desai,1,1700.0,0,0.0,0.0,UPI,Cancelled,Cancelled
ORD00393,2025-07-25,Arjun Desai,Female,22,Udaipur,Rajasthan,North,Smartwatch,Accessories,Wearables,Arjun Patel,2,13000.0,20,0.0,0.0,UPI,Cancelled,Cancelled
ORD00394,2025-03-11,Riya Singh,Male,52,Kochi,Kerala,South,Smartwatch,Accessories,Wearables,Diya Patel,4,3300.0,5,12540.0,1815.92,UPI,Completed,Delivered
ORD00395,2025-11-20,Meera Shah,Male,42,Patna,Bihar,East,Refrigerator,Appliances,Kitchen Appliances,Arjun Patel,3,43100.0,0,129300.0,-6190.48,Debit Card,Returned,Returned
ORD00396,2025-06-28,Ishita Verma,Female,35,Kolkata,West Bengal,East,Backpack,Fashion,Bags,Anaya Joshi,3,4300.0,10,11610.0,1769.78,Credit Card,Completed,Delayed
ORD00397,2025-10-12,Arjun Kapoor,Female,42,Bhopal,Madhya Pradesh,Central,Running Shoes,Fashion,Footwear,Arjun Patel,5,6300.0,15,26775.0,1849.36,Credit Card,Completed,Delivered
ORD00398,2025-06-25,Rohan Patel,Male,56,Mysuru,Karnataka,South,Sunglasses,Accessories,Eyewear,Meera Mehta,2,1100.0,5,0.0,0.0,Net Banking,Cancelled,Cancelled
ORD00399,2025-08-25,Rohan Kapoor,Female,24,Indore,Madhya Pradesh,Central,Air Conditioner,Appliances,Cooling,Aarav Shah,1,79300.0,10,71370.0,-3761.79,Credit Card,Returned,Returned
ORD00400,2025-07-06,Anaya Desai,Male,34,Nagpur,Maharashtra,West,Air Conditioner,Appliances,Cooling,Rohan Mehta,4,39700.0,15,134980.0,16380.94,Cash,Completed,Delivered
ORD00401,2025-01-24,Aarav Joshi,Female,40,Indore,Madhya Pradesh,Central,Headphones,Electronics,Accessories,Diya Patel,4,7500.0,10,27000.0,-2440.56,Credit Card,Returned,Returned
ORD00402,2025-12-18,Diya Verma,Male,49,Kolkata,West Bengal,East,Watch,Accessories,Watches,Anaya Joshi,3,10700.0,15,27285.0,3597.57,Credit Card,Completed,In Transit
ORD00403,2025-01-14,Kabir Kapoor,Female,44,Ahmedabad,Gujarat,West,Smartphone,Electronics,Mobiles,Ishita Shah,4,40000.0,5,152000.0,16307.54,Credit Card,Completed,In Transit
ORD00404,2025-10-18,Vivaan Kapoor,Male,33,Pune,Maharashtra,West,Jeans,Fashion,Clothing,Diya Patel,1,3500.0,10,0.0,0.0,Debit Card,Cancelled,Cancelled
ORD00405,2025-11-21,Ishita Shah,Male,37,Bhopal,Madhya Pradesh,Central,Office Chair,Furniture,Office,Rohan Mehta,1,7900.0,0,7900.0,921.72,UPI,Completed,Delivered
ORD00406,2025-06-06,Ishita Patel,Female,50,Jaipur,Rajasthan,North,Sofa,Furniture,Living Room,Diya Patel,5,62400.0,0,312000.0,52712.46,Debit Card,Completed,In Transit
ORD00407,2025-08-16,Riya Shah,Female,23,Ahmedabad,Gujarat,West,Laptop,Electronics,Computers,Diya Patel,4,65500.0,10,235800.0,34597.45,UPI,Completed,Delivered
ORD00408,2025-03-20,Riya Shah,Female,40,Bengaluru,Karnataka,South,Backpack,Fashion,Bags,Ishita Shah,5,1100.0,10,4950.0,533.33,UPI,Completed,Delivered
ORD00409,2025-11-01,Aarav Joshi,Female,60,Surat,Gujarat,West,Television,Electronics,Home Entertainment,Vivaan Desai,3,77500.0,10,209250.0,-10959.35,Credit Card,Returned,Returned
ORD00410,2025-11-24,Meera Mehta,Male,41,Udaipur,Rajasthan,North,T-Shirt,Fashion,Clothing,Arjun Patel,4,2400.0,5,9120.0,-550.48,UPI,Returned,Returned
ORD00411,2025-05-02,Diya Singh,Male,55,Vadodara,Gujarat,West,Office Chair,Furniture,Office,Arjun Patel,4,15300.0,15,52020.0,3323.25,UPI,Completed,Delayed
ORD00412,2025-11-17,Ishita Desai,Male,18,Kolkata,West Bengal,East,Headphones,Electronics,Accessories,Vivaan Desai,3,3300.0,0,9900.0,739.7,Cash,Completed,In Transit
ORD00413,2025-06-30,Arjun Singh,Male,32,Hyderabad,Telangana,South,Microwave,Appliances,Kitchen Appliances,Diya Patel,2,16200.0,15,27540.0,3175.93,Credit Card,Completed,Delivered
ORD00414,2025-05-09,Kabir Joshi,Female,23,Mumbai,Maharashtra,West,Jeans,Fashion,Clothing,Rohan Mehta,3,3900.0,5,11115.0,1283.06,Credit Card,Completed,In Transit
ORD00415,2025-08-07,Arjun Verma,Male,22,Chennai,Tamil Nadu,South,Laptop,Electronics,Computers,Diya Patel,2,53400.0,5,101460.0,9720.12,Debit Card,Completed,Delivered
ORD00416,2025-06-18,Diya Shah,Male,40,Ahmedabad,Gujarat,West,Jacket,Fashion,Clothing,Arjun Patel,5,3900.0,15,0.0,0.0,Net Banking,Cancelled,Cancelled
ORD00417,2025-08-14,Arjun Patel,Female,53,Kochi,Kerala,South,Office Chair,Furniture,Office,Vivaan Desai,1,8700.0,5,8265.0,-512.73,Credit Card,Returned,Returned
ORD00418,2025-01-15,Kabir Verma,Female,44,Bhopal,Madhya Pradesh,Central,Laptop,Electronics,Computers,Aarav Shah,2,83700.0,15,142290.0,19004.73,UPI,Completed,Delivered
ORD00419,2025-07-22,Riya Shah,Female,42,Kochi,Kerala,South,Smartphone,Electronics,Mobiles,Vivaan Desai,4,39400.0,10,141840.0,19702.02,Credit Card,Completed,Delivered
ORD00420,2025-11-14,Diya Verma,Female,26,Nagpur,Maharashtra,West,Sofa,Furniture,Living Room,Anaya Joshi,5,45000.0,5,213750.0,13181.69,Net Banking,Completed,Delayed
ORD00421,2025-12-31,Meera Patel,Male,35,Kochi,Kerala,South,Jacket,Fashion,Clothing,Riya Desai,2,6400.0,10,0.0,0.0,UPI,Cancelled,Cancelled
ORD00422,2025-02-16,Anaya Patel,Male,26,Pune,Maharashtra,West,Running Shoes,Fashion,Footwear,Vivaan Desai,2,2600.0,20,0.0,0.0,Net Banking,Cancelled,Cancelled
ORD00423,2025-03-17,Aarav Joshi,Male,20,Patna,Bihar,East,Jeans,Fashion,Clothing,Aarav Shah,4,3600.0,15,12240.0,1171.55,Cash,Completed,Delayed
ORD00424,2025-11-06,Meera Desai,Female,18,Vadodara,Gujarat,West,Microwave,Appliances,Kitchen Appliances,Aarav Shah,4,21200.0,10,76320.0,-7383.69,UPI,Returned,Returned
ORD00425,2025-11-30,Arjun Shah,Male,43,Indore,Madhya Pradesh,Central,Jacket,Fashion,Clothing,Riya Desai,2,5400.0,10,9720.0,-846.87,Credit Card,Returned,Returned
ORD00426,2025-01-02,Riya Mehta,Female,47,Ahmedabad,Gujarat,West,Running Shoes,Fashion,Footwear,Aarav Shah,4,2700.0,25,0.0,0.0,Net Banking,Cancelled,Cancelled
ORD00427,2025-03-07,Anaya Verma,Female,26,Hyderabad,Telangana,South,Laptop,Electronics,Computers,Arjun Patel,5,69700.0,15,296225.0,19565.21,UPI,Completed,Delivered
ORD00428,2025-04-10,Meera Patel,Female,33,Bhopal,Madhya Pradesh,Central,Jacket,Fashion,Clothing,Rohan Mehta,4,6400.0,20,20480.0,-1720.78,UPI,Returned,Returned
ORD00429,2025-03-12,Vivaan Mehta,Female,36,Kolkata,West Bengal,East,Washing Machine,Appliances,Laundry Appliances,Ishita Shah,5,60200.0,0,301000.0,48001.64,UPI,Completed,Delivered
ORD00430,2025-09-28,Vivaan Shah,Male,46,Mysuru,Karnataka,South,Refrigerator,Appliances,Kitchen Appliances,Ishita Shah,3,58100.0,5,165585.0,11841.81,UPI,Completed,Delivered
ORD00431,2025-10-21,Riya Joshi,Female,51,Jaipur,Rajasthan,North,Office Chair,Furniture,Office,Kabir Joshi,2,13300.0,10,23940.0,-1289.34,Cash,Returned,Returned
ORD00432,2025-03-26,Diya Patel,Female,21,Bhopal,Madhya Pradesh,Central,Backpack,Fashion,Bags,Diya Patel,3,1900.0,10,5130.0,294.72,Debit Card,Completed,Delivered
ORD00433,2025-05-20,Rohan Mehta,Male,19,Surat,Gujarat,West,Bed,Furniture,Bedroom,Meera Mehta,1,46600.0,5,0.0,0.0,UPI,Cancelled,Cancelled
ORD00434,2025-09-10,Riya Joshi,Female,38,Mumbai,Maharashtra,West,Dining Table,Furniture,Dining,Ishita Shah,5,46600.0,5,0.0,0.0,Credit Card,Cancelled,Cancelled
ORD00435,2025-11-26,Ishita Joshi,Male,23,Kochi,Kerala,South,Air Conditioner,Appliances,Cooling,Aarav Shah,4,76100.0,10,273960.0,39507.91,Debit Card,Completed,In Transit
ORD00436,2025-10-16,Arjun Verma,Male,35,Nagpur,Maharashtra,West,Sunglasses,Accessories,Eyewear,Meera Mehta,2,4900.0,10,8820.0,-752.14,Debit Card,Returned,Returned
ORD00437,2025-10-06,Kabir Mehta,Female,57,Patna,Bihar,East,Bed,Furniture,Bedroom,Arjun Patel,2,21400.0,10,38520.0,3818.84,UPI,Completed,Delayed
ORD00438,2025-09-03,Rohan Patel,Female,41,Delhi,Delhi,North,Microwave,Appliances,Kitchen Appliances,Meera Mehta,1,22200.0,5,21090.0,2132.71,UPI,Completed,Delivered
ORD00439,2025-11-20,Meera Shah,Female,36,Hyderabad,Telangana,South,Dining Table,Furniture,Dining,Diya Patel,4,54700.0,20,175040.0,28436.87,Credit Card,Completed,Delivered
ORD00440,2025-07-01,Vivaan Patel,Male,36,Chandigarh,Chandigarh,North,Jacket,Fashion,Clothing,Rohan Mehta,1,2400.0,10,2160.0,244.37,Cash,Completed,Delayed
ORD00441,2025-09-15,Ishita Joshi,Male,54,Hyderabad,Telangana,South,Smartphone,Electronics,Mobiles,Arjun Patel,3,51400.0,10,0.0,0.0,Net Banking,Cancelled,Cancelled
ORD00442,2025-11-26,Vivaan Mehta,Female,30,Hyderabad,Telangana,South,Jacket,Fashion,Clothing,Kabir Joshi,4,6800.0,5,0.0,0.0,UPI,Cancelled,Cancelled
ORD00443,2025-07-17,Anaya Desai,Male,21,Kochi,Kerala,South,T-Shirt,Fashion,Clothing,Riya Desai,2,1500.0,15,2550.0,351.73,Net Banking,Completed,Delivered
ORD00444,2025-05-24,Arjun Mehta,Female,21,Indore,Madhya Pradesh,Central,Running Shoes,Fashion,Footwear,Meera Mehta,5,3900.0,20,0.0,0.0,Credit Card,Cancelled,Cancelled
ORD00445,2025-07-01,Ishita Joshi,Female,52,Bengaluru,Karnataka,South,Bed,Furniture,Bedroom,Vivaan Desai,4,30300.0,5,115140.0,7054.84,Net Banking,Completed,Delivered
ORD00446,2025-02-25,Aarav Singh,Male,25,Surat,Gujarat,West,Running Shoes,Fashion,Footwear,Vivaan Desai,2,4200.0,15,7140.0,1227.82,Net Banking,Completed,Delivered
ORD00447,2025-11-03,Rohan Kapoor,Female,29,Bengaluru,Karnataka,South,Office Chair,Furniture,Office,Ishita Shah,1,7300.0,5,0.0,0.0,Net Banking,Cancelled,Cancelled
ORD00448,2025-03-04,Vivaan Patel,Male,51,Kochi,Kerala,South,Jacket,Fashion,Clothing,Kabir Joshi,4,7900.0,10,28440.0,3747.07,Credit Card,Completed,Delivered
ORD00449,2025-12-18,Aarav Singh,Female,34,Udaipur,Rajasthan,North,Running Shoes,Fashion,Footwear,Meera Mehta,2,5600.0,5,10640.0,850.67,Credit Card,Completed,Delivered
ORD00450,2025-07-18,Kabir Joshi,Male,19,Bengaluru,Karnataka,South,Air Conditioner,Appliances,Cooling,Aarav Shah,2,59900.0,15,101830.0,-3765.01,Debit Card,Returned,Returned
ORD00451,2025-07-14,Anaya Verma,Female,39,Lucknow,Uttar Pradesh,North,T-Shirt,Fashion,Clothing,Diya Patel,3,1500.0,20,3600.0,515.68,Net Banking,Completed,Delivered
ORD00452,2025-01-16,Arjun Joshi,Male,38,Bhopal,Madhya Pradesh,Central,Bed,Furniture,Bedroom,Aarav Shah,5,32000.0,20,128000.0,20152.37,Credit Card,Completed,Delivered
ORD00453,2025-04-27,Arjun Shah,Female,51,Chennai,Tamil Nadu,South,Sunglasses,Accessories,Eyewear,Diya Patel,5,1900.0,5,9025.0,1290.57,UPI,Completed,Delayed
